customer_id,age,job,marital,income,visits,active_visits,purchases,dollars,unsubscribe
1001,58,management,married,high,0,0,0,0,0
1002,44,technician,single,low,0,0,0,0,0
1003,33,entrepreneur,married,low,0,0,0,0,0
1004,47,blue-collar,married,high,0,0,0,0,0
1005,33,unknown,single,low,0,0,0,0,0
1006,35,management,married,middle,0,0,0,0,0
1007,28,management,single,middle,0,0,0,0,0
1008,42,entrepreneur,divorced,low,0,0,0,0,0
1009,58,retired,married,middle,0,0,0,0,0
1010,43,technician,single,middle,0,0,0,0,0
1011,41,admin.,divorced,middle,0,0,0,0,0
1012,29,admin.,single,middle,0,0,0,0,0
1013,53,technician,married,low,0,0,0,0,0
1014,58,technician,married,low,0,0,0,0,0
1015,57,services,married,middle,0,0,0,0,0
1016,51,retired,married,middle,0,0,0,0,0
1017,45,admin.,single,low,0,0,0,0,0
1018,57,blue-collar,married,low,0,0,0,0,0
1019,60,retired,married,low,0,0,0,0,0
1020,33,services,married,low,0,0,0,0,0
1021,28,blue-collar,married,middle,0,0,0,0,0
1022,56,management,married,middle,0,0,0,0,0
1023,32,blue-collar,single,low,0,0,0,0,0
1024,25,services,married,low,0,0,0,0,0
1025,40,retired,married,low,0,0,0,0,0
1026,44,admin.,married,low,0,0,0,0,0
1027,39,management,single,middle,0,0,0,0,0
1028,52,entrepreneur,married,middle,0,0,0,0,0
1029,46,management,single,low,0,0,0,0,0
1030,36,technician,single,middle,0,0,0,0,0
1031,57,technician,married,middle,0,0,0,0,0
1032,49,management,married,middle,0,0,0,0,0
1033,60,admin.,married,low,0,0,0,0,0
1034,59,blue-collar,married,low,0,0,0,0,0
1035,51,management,married,high,0,0,0,0,0
1036,57,technician,divorced,low,0,0,0,0,0
1037,25,blue-collar,married,low,0,0,0,0,1
1038,53,technician,married,low,0,0,0,0,0
1039,36,admin.,divorced,middle,0,0,0,0,0
1040,37,admin.,single,low,12,3,2,65.98,0
1041,44,services,divorced,high,0,0,0,0,0
1042,50,management,married,low,0,0,0,0,0
1043,60,blue-collar,married,middle,0,0,0,0,1
1044,54,retired,married,middle,0,0,0,0,0
1045,58,retired,married,low,0,0,0,0,0
1046,36,admin.,single,low,0,0,0,0,0
1047,58,self-employed,married,low,0,0,0,0,0
1048,44,technician,married,low,0,0,0,0,0
1049,55,technician,divorced,low,0,0,0,0,0
1050,29,management,single,low,0,0,0,0,0
1051,54,blue-collar,married,high,0,0,0,0,0
1052,48,management,divorced,low,0,0,0,0,0
1053,32,management,married,low,0,0,0,0,0
1054,42,admin.,single,low,0,0,0,0,0
1055,24,technician,single,low,0,0,0,0,0
1056,38,entrepreneur,single,middle,0,0,0,0,0
1057,38,management,single,middle,0,0,0,0,0
1058,47,blue-collar,married,middle,0,0,0,0,0
1059,40,blue-collar,single,low,0,0,0,0,1
1060,46,services,married,middle,0,0,0,0,0
1061,32,admin.,married,low,0,0,0,0,0
1062,53,technician,divorced,middle,0,0,0,0,1
1063,57,blue-collar,married,middle,0,0,0,0,0
1064,33,services,married,middle,0,0,0,0,0
1065,49,blue-collar,married,middle,0,0,0,0,0
1066,51,management,married,high,2,0,0,0,0
1067,60,retired,married,low,0,0,0,0,0
1068,59,management,divorced,low,0,0,0,0,0
1069,55,technician,married,high,0,0,0,0,0
1070,35,blue-collar,single,high,0,0,0,0,0
1071,57,blue-collar,married,high,0,0,0,0,0
1072,31,services,married,low,0,0,0,0,0
1073,54,management,married,middle,0,0,0,0,0
1074,55,blue-collar,married,low,0,0,0,0,0
1075,43,technician,married,high,0,0,0,0,0
1076,53,technician,married,middle,0,0,0,0,0
1077,44,blue-collar,married,middle,0,0,0,0,0
1078,55,services,divorced,low,0,0,0,0,0
1079,49,services,divorced,low,0,0,0,0,0
1080,55,services,divorced,low,0,0,0,0,0
1081,45,admin.,single,middle,0,0,0,0,0
1082,47,services,divorced,middle,0,0,0,0,0
1083,42,technician,single,middle,0,0,0,0,0
1084,59,admin.,married,high,0,0,0,0,0
1085,46,self-employed,married,middle,0,0,0,0,0
1086,51,blue-collar,married,middle,0,0,0,0,0
1087,56,admin.,married,low,0,0,0,0,0
1088,41,technician,married,high,1,0,0,0,0
1089,46,management,divorced,low,0,0,0,0,0
1090,57,retired,married,middle,0,0,0,0,0
1091,42,management,single,low,0,0,0,0,0
1092,30,technician,married,middle,0,0,0,0,0
1093,60,admin.,married,middle,0,0,0,0,0
1094,60,blue-collar,married,low,18,5,3,90.97,0
1095,57,entrepreneur,divorced,low,0,0,0,0,0
1096,36,management,married,middle,0,0,0,0,0
1097,55,blue-collar,married,middle,0,0,0,0,0
1098,60,retired,married,low,0,0,0,0,0
1099,39,technician,married,low,0,0,0,0,0
1100,46,management,married,middle,0,0,0,0,0
1101,44,blue-collar,married,low,0,0,0,0,0
1102,53,blue-collar,married,low,0,0,0,0,0
1103,52,blue-collar,married,middle,0,0,0,0,0
1104,59,blue-collar,married,middle,0,0,0,0,0
1105,27,technician,single,low,0,0,0,0,0
1106,44,blue-collar,married,low,0,0,0,0,0
1107,47,technician,married,middle,0,0,0,0,0
1108,34,admin.,married,low,0,0,0,0,0
1109,59,retired,single,low,0,0,0,0,0
1110,45,management,married,middle,0,0,0,0,0
1111,29,services,divorced,low,0,0,0,0,0
1112,46,technician,divorced,low,0,0,0,0,0
1113,56,self-employed,married,low,0,0,0,0,0
1114,36,blue-collar,married,middle,0,0,0,0,0
1115,59,retired,divorced,low,0,0,0,0,0
1116,44,blue-collar,married,middle,0,0,0,0,0
1117,41,admin.,married,middle,0,0,0,0,0
1118,33,management,single,low,0,0,0,0,0
1119,59,management,divorced,middle,0,0,0,0,1
1120,57,technician,married,low,0,0,0,0,1
1121,56,technician,divorced,low,0,0,0,0,0
1122,51,blue-collar,married,low,0,0,0,0,0
1123,34,admin.,married,low,0,0,0,0,0
1124,43,services,married,low,0,0,0,0,0
1125,52,technician,married,low,2,1,1,62.99,0
1126,33,technician,single,middle,0,0,0,0,0
1127,29,admin.,single,middle,0,0,0,0,0
1128,34,services,married,low,0,0,0,0,0
1129,31,blue-collar,married,low,0,0,0,0,0
1130,55,services,married,high,16,4,2,167.98,0
1131,55,management,married,high,0,0,0,0,0
1132,32,admin.,single,middle,0,0,0,0,0
1133,38,technician,single,high,0,0,0,0,0
1134,55,admin.,single,middle,0,0,0,0,0
1135,28,unemployed,single,low,0,0,0,0,0
1136,23,blue-collar,married,low,0,0,0,0,0
1137,32,technician,single,low,0,0,0,0,0
1138,43,services,single,low,0,0,0,0,0
1139,32,blue-collar,married,middle,0,0,0,0,0
1140,46,blue-collar,married,middle,0,0,0,0,1
1141,53,domestic,divorced,middle,0,0,0,0,0
1142,34,self-employed,single,low,0,0,0,0,1
1143,57,unemployed,married,low,0,0,0,0,0
1144,37,blue-collar,married,low,0,0,0,0,0
1145,59,blue-collar,married,low,0,0,0,0,0
1146,33,services,married,low,0,0,0,0,0
1147,56,blue-collar,divorced,low,0,0,0,0,0
1148,48,unemployed,married,middle,0,0,0,0,0
1149,43,services,married,low,0,0,0,0,0
1150,54,blue-collar,married,middle,0,0,0,0,0
1151,51,blue-collar,married,low,0,0,0,0,0
1152,26,student,single,low,0,0,0,0,1
1153,40,management,married,low,0,0,0,0,0
1154,39,management,married,low,0,0,0,0,0
1155,50,technician,married,middle,0,0,0,0,0
1156,41,services,married,low,0,0,0,0,0
1157,51,blue-collar,married,high,0,0,0,0,0
1158,60,retired,divorced,middle,0,0,0,0,0
1159,52,blue-collar,married,middle,0,0,0,0,0
1160,48,blue-collar,married,middle,0,0,0,0,0
1161,48,services,married,high,0,0,0,0,0
1162,39,technician,single,low,0,0,0,0,0
1163,47,services,single,middle,0,0,0,0,0
1164,40,blue-collar,married,high,0,0,0,0,0
1165,45,technician,married,low,0,0,0,0,0
1166,26,admin.,single,low,0,0,0,0,0
1167,52,management,married,middle,0,0,0,0,0
1168,54,technician,married,high,0,0,0,0,0
1169,54,admin.,married,middle,0,0,0,0,0
1170,50,blue-collar,married,low,0,0,0,0,0
1171,35,blue-collar,married,low,0,0,0,0,0
1172,44,services,married,high,0,0,0,0,0
1173,53,entrepreneur,married,low,2,0,0,0,0
1174,35,retired,single,middle,0,0,0,0,0
1175,60,admin.,divorced,low,0,0,0,0,0
1176,53,admin.,divorced,high,0,0,0,0,1
1177,48,unemployed,married,low,0,0,0,0,0
1178,34,technician,married,low,0,0,0,0,0
1179,54,services,married,middle,0,0,0,0,0
1180,51,management,married,high,0,0,0,0,0
1181,31,services,married,low,0,0,0,0,0
1182,35,technician,divorced,middle,0,0,0,0,0
1183,35,services,married,low,0,0,0,0,0
1184,38,technician,married,middle,0,0,0,0,0
1185,36,admin.,married,middle,0,0,0,0,0
1186,58,retired,married,middle,0,0,0,0,0
1187,40,services,divorced,high,0,0,0,0,0
1188,54,management,married,high,0,0,0,0,0
1189,34,blue-collar,single,low,0,0,0,0,0
1190,31,management,single,low,0,0,0,0,0
1191,51,retired,married,high,0,0,0,0,0
1192,33,management,married,middle,0,0,0,0,0
1193,55,management,married,low,0,0,0,0,0
1194,42,admin.,married,middle,0,0,0,0,0
1195,34,blue-collar,married,middle,0,0,0,0,0
1196,33,blue-collar,single,middle,0,0,0,0,0
1197,38,services,married,middle,0,0,0,0,0
1198,50,technician,divorced,middle,0,0,0,0,0
1199,43,management,married,middle,0,0,0,0,0
1200,61,blue-collar,divorced,high,0,0,0,0,0
1201,47,admin.,married,middle,0,0,0,0,0
1202,48,self-employed,married,low,0,0,0,0,0
1203,44,blue-collar,married,middle,0,0,0,0,0
1204,35,student,single,middle,0,0,0,0,0
1205,35,services,married,low,0,0,0,0,0
1206,50,services,married,high,0,0,0,0,0
1207,41,management,married,middle,0,0,0,0,0
1208,41,management,married,middle,0,0,0,0,0
1209,39,services,single,middle,0,0,0,0,0
1210,42,retired,married,low,0,0,0,0,0
1211,38,blue-collar,married,low,0,0,0,0,0
1212,53,retired,married,middle,0,0,0,0,0
1213,59,domestic,divorced,middle,0,0,0,0,0
1214,36,services,married,middle,0,0,0,0,0
1215,54,blue-collar,married,low,0,0,0,0,0
1216,40,technician,married,middle,0,0,0,0,0
1217,47,unknown,married,low,0,0,0,0,0
1218,53,unemployed,married,low,0,0,0,0,0
1219,46,domestic,married,middle,0,0,0,0,0
1220,39,management,married,middle,0,0,0,0,0
1221,40,unemployed,married,middle,0,0,0,0,0
1222,28,blue-collar,married,middle,0,0,0,0,0
1223,35,entrepreneur,divorced,low,0,0,0,0,0
1224,55,retired,married,low,0,0,0,0,0
1225,43,technician,divorced,middle,0,0,0,0,0
1226,48,blue-collar,married,middle,0,0,0,0,0
1227,58,management,married,high,0,0,0,0,0
1228,33,management,single,low,0,0,0,0,0
1229,36,blue-collar,married,high,0,0,0,0,0
1230,53,services,divorced,high,0,0,0,0,0
1231,47,blue-collar,married,low,0,0,0,0,1
1232,31,services,married,middle,0,0,0,0,0
1233,57,entrepreneur,married,middle,0,0,0,0,0
1234,53,blue-collar,married,high,0,0,0,0,0
1235,55,blue-collar,married,middle,0,0,0,0,0
1236,45,blue-collar,married,low,0,0,0,0,0
1237,53,admin.,divorced,middle,0,0,0,0,0
1238,37,blue-collar,married,low,0,0,0,0,0
1239,44,admin.,divorced,low,0,0,0,0,0
1240,49,blue-collar,divorced,low,0,0,0,0,0
1241,46,technician,married,middle,0,0,0,0,0
1242,43,entrepreneur,married,low,0,0,0,0,0
1243,38,admin.,married,low,0,0,0,0,0
1244,43,technician,married,middle,0,0,0,0,0
1245,49,management,married,high,0,0,0,0,0
1246,42,management,married,middle,0,0,0,0,0
1247,22,blue-collar,single,low,0,0,0,0,0
1248,40,management,married,middle,0,0,0,0,0
1249,39,blue-collar,married,middle,0,0,0,0,0
1250,51,services,married,high,0,0,0,0,0
1251,49,admin.,married,middle,0,0,0,0,0
1252,53,blue-collar,married,low,0,0,0,0,0
1253,34,services,single,low,28,8,6,326.94,0
1254,33,technician,divorced,middle,0,0,0,0,0
1255,50,management,single,middle,0,0,0,0,0
1256,39,blue-collar,married,middle,0,0,0,0,0
1257,59,entrepreneur,divorced,middle,0,0,0,0,0
1258,30,technician,single,high,0,0,0,0,0
1259,36,services,married,middle,0,0,0,0,0
1260,40,blue-collar,married,middle,0,0,0,0,0
1261,53,blue-collar,married,low,0,0,0,0,0
1262,34,management,single,middle,0,0,0,0,0
1263,37,technician,married,middle,0,0,0,0,0
1264,42,management,divorced,middle,0,0,0,0,0
1265,41,entrepreneur,married,middle,0,0,0,0,0
1266,30,student,single,low,0,0,0,0,0
1267,37,management,single,middle,0,0,0,0,0
1268,39,admin.,divorced,low,0,0,0,0,0
1269,41,blue-collar,married,middle,0,0,0,0,0
1270,40,blue-collar,married,low,0,0,0,0,0
1271,42,management,single,low,0,0,0,0,0
1272,40,blue-collar,divorced,low,0,0,0,0,0
1273,57,technician,married,high,0,0,0,0,0
1274,56,entrepreneur,divorced,middle,0,0,0,0,0
1275,37,admin.,married,middle,0,0,0,0,0
1276,59,retired,married,middle,0,0,0,0,0
1277,39,services,divorced,low,0,0,0,0,0
1278,49,services,married,low,0,0,0,0,0
1279,38,services,single,middle,0,0,0,0,0
1280,36,self-employed,married,low,0,0,0,0,0
1281,50,blue-collar,married,low,0,0,0,0,0
1282,41,admin.,married,low,7,2,1,20.99,0
1283,54,technician,married,middle,0,0,0,0,0
1284,58,blue-collar,married,low,0,0,0,0,0
1285,30,blue-collar,single,low,0,0,0,0,0
1286,33,admin.,single,middle,0,0,0,0,0
1287,47,admin.,married,middle,0,0,0,0,0
1288,50,technician,single,middle,0,0,0,0,0
1289,32,blue-collar,married,high,0,0,0,0,0
1290,40,self-employed,married,middle,0,0,0,0,0
1291,37,management,married,low,0,0,0,0,0
1292,54,technician,single,middle,0,0,0,0,0
1293,24,student,single,middle,0,0,0,0,0
1294,54,management,married,low,0,0,0,0,0
1295,34,technician,married,low,0,0,0,0,0
1296,56,technician,divorced,low,0,0,0,0,0
1297,31,blue-collar,single,low,0,0,0,0,0
1298,24,student,single,low,0,0,0,0,0
1299,42,blue-collar,divorced,low,0,0,0,0,0
1300,57,technician,married,middle,0,0,0,0,0
1301,42,blue-collar,married,middle,0,0,0,0,0
1302,51,admin.,married,middle,0,0,0,0,0
1303,57,retired,married,middle,0,0,0,0,0
1304,36,services,single,low,0,0,0,0,0
1305,53,services,married,middle,2,0,0,0,0
1306,50,technician,married,high,0,0,0,0,1
1307,54,management,married,middle,0,0,0,0,1
1308,55,blue-collar,married,low,0,0,0,0,0
1309,44,blue-collar,married,middle,0,0,0,0,0
1310,43,management,married,low,0,0,0,0,0
1311,56,admin.,married,middle,0,0,0,0,1
1312,54,technician,married,middle,0,0,0,0,0
1313,55,services,divorced,low,0,0,0,0,0
1314,37,services,divorced,middle,0,0,0,0,0
1315,33,admin.,single,middle,0,0,0,0,0
1316,46,admin.,married,low,0,0,0,0,0
1317,36,blue-collar,married,middle,0,0,0,0,0
1318,51,technician,single,low,0,0,0,0,1
1319,40,retired,single,low,0,0,0,0,0
1320,42,blue-collar,married,middle,0,0,0,0,0
1321,51,blue-collar,married,low,0,0,0,0,0
